
    	"DOTA_Tooltip_ability_item_rpc_slinger_boots"									"飞刀杂耍者之靴"
        "property_terrasic_lava_description"                "允许你在熔岩上行走。当你站在熔岩上时，你的攻击力将会提高 <% ITEM_RPC_TERRASIC_LAVA_BOOTS_BONUS_ATTACK_DMG %>% ，你的攻击速度将会提高 <% ITEM_RPC_TERRASIC_LAVA_BOOTS_BONUS_ATTACK_SPEED %> ，持续 <% ITEM_RPC_TERRASIC_LAVA_BOOTS_DURATION %> 秒。"
        "DOTA_Tooltip_modifier_rpc_terrasic_lava_boot_effect"   "熔岩践踏"
        "DOTA_Tooltip_modifier_rpc_terrasic_lava_boot_effect_Description"   "增加攻击力和攻击速度"

        "item_rpc_terrasic_lava_boots_ruby1"                                "增加物品伤害和 <font color=\"#EF4126\">火</font> 元素伤害 @ruby_property1%"
        "item_rpc_terrasic_lava_boots_emerald1"                             "释放 [E] 后将会向你身后释放 @emerald_property1道 <% ITEM_RPC_TERRASIC_LAVA_BOOTS_EMERALD_FLAME_RANGE %> 距离的火焰，每道火焰对接触到的敌人造成 @emerald_property2% 攻击力的伤害。"
        "item_rpc_terrasic_lava_boots_sapphire1"                                "移动 <% ITEM_RPC_TERRASIC_LAVA_BOOTS_SAPPHIRE_DISTANCE %> 距离后将会召唤一只熔岩精灵，火焰精灵拥有熔岩践踏技能。这个火焰精灵拥有 <% ITEM_RPC_TERRASIC_LAVA_BOOTS_SAPPHIRE_ATTACK_RANGE %> 攻击距离，生命值为 @sapphire_property1% 你的生命值, 攻击力为 @sapphire_property2% 你的攻击力。 持续 <% ITEM_RPC_TERRASIC_LAVA_BOOTS_SAPPHIRE_DURATION %> 秒."
        "item_rpc_terrasic_lava_boots_amethyst1"                                "释放 [E] 后将会获得熔岩践踏效果，持续 @amethyst_property1 秒"

        "terrasic_lava_boots_fireling"                                      "熔岩精灵"
		 
		 
    	"DOTA_Tooltip_ability_item_rpc_ablecore_greaves"								"格里夫斯"
		"item_property_ablecore_greaves"					"龟速"
        "property_ablecore_greaves_description"         "当移动速度低于或者等于 <% ITEM_RPC_ABLECORE_GREAVES_MS_REQ %>时，受到的伤害将会降低 <% ITEM_RPC_ABLECORE_GREAVES_DMG_RED %>% 并且增加基础技能伤害<% ITEM_RPC_ABLECORE_GREAVES_BAD %>%。"
        "DOTA_Tooltip_modifier_ablecore_greaves_effect" "龟速"
        "DOTA_Tooltip_modifier_ablecore_greaves_effect_Description" "受到的伤害降低 <% ITEM_RPC_ABLECORE_GREAVES_DMG_RED %>%% 并且增加<% ITEM_RPC_ABLECORE_GREAVES_BAD %>%%基础技能伤害"

        "item_rpc_ablecore_greaves_ruby1"                               "增加龟速的伤害减免效果@ruby_property1%, 并且当你的移动速度高于触发阈值时，龟速效果将会粘滞 @ruby_property2 秒。"
        "item_rpc_ablecore_greaves_emerald1"                                "龟速提供物品伤害 @emerald_property1% 以及物理穿透和魔法穿透@emerald_property2点"
        "item_rpc_ablecore_greaves_sapphire1"                               "增加龟速的触发阈值至 @sapphire_property1 移动速度"
        "item_rpc_ablecore_greaves_amethyst1"                               "龟速也会提供 @amethyst_property1%攻击力加成"
		 
		 
    	"DOTA_Tooltip_ability_item_rpc_giant_hunters_boots_of_resilience"				"巨型猎人的复原鞋子"
    	"item_rpc_giant_hunters_boots_of_resilience_ruby1"				"被缠绕后获得 @ruby_property1 秒技能免疫"
    	"item_rpc_giant_hunters_boots_of_resilience_emerald1"				"当周围<% ITEM_RPC_GIANT_HUNTERS_BOOTS_OF_RESILIENCE_ENEMY_SEARCH_RADIUS %> 内有一个BOSS或者精英时，你将会获得 @emerald_property1 点物理穿透 "
    	"item_rpc_giant_hunters_boots_of_resilience_sapphire1"				"当周围<% ITEM_RPC_GIANT_HUNTERS_BOOTS_OF_RESILIENCE_ENEMY_SEARCH_RADIUS %> 内有一个BOSS或者精英时，你将会获得 @sapphire_property1 点魔法穿透 "
    	"item_rpc_giant_hunters_boots_of_resilience_amethyst1"				"当周围<% ITEM_RPC_GIANT_HUNTERS_BOOTS_OF_RESILIENCE_ENEMY_SEARCH_RADIUS %> 内有一个BOSS或者精英时，你将会获得 @amethyst_property1 点护甲和魔甲 "
		"item_property_giant_hunter_boot"					"巨型猎人"
		"property_giant_hunter_boot_description"			"当被眩晕时，获得技能免疫，持续 <% ITEM_RPC_GIANT_HUNTERS_BOOTS_OF_RESILIENCE_IMMUNITY_DURATION %> 秒。"
		"DOTA_Tooltip_modifier_giant_hunters_immunity"		"巨型猎人的魔法免疫"
		
		 
    	"DOTA_Tooltip_ability_item_rpc_redfall_runners"                                 "落红流火的赛跑者"

        "item_property_redfall_runners"                 "冒险者步伐"
        "property_redfall_runners_description"              "每点敏捷和精神增加移动速度 <% ITEM_RPC_REDFALL_RUNNERS_MS_PER_AGI_AND_SPR %> 点以及最大移动速度 <% ITEM_RPC_REDFALL_RUNNERS_MAX_MS_PER_AGI_AND_SPR %>点"
        "DOTA_Tooltip_modifier_redfall_runners"      "冒险者步伐"
         "DOTA_Tooltip_modifier_redfall_runners_Description"    "获得基于敏捷和精神的移动速度加成"

        "item_rpc_redfall_runners_ruby1"                                    "当你满状态时，你将会获得额外 @ruby_property1 移动速度加成"
        "item_rpc_redfall_runners_emerald1"                                 "每点当前移动速度增加基础技能伤害 @emerald_property1%"
        "item_rpc_redfall_runners_sapphire1"                                    "每点当前移动速度提供物理穿透和魔法穿透 @sapphire_property1点"
        "item_rpc_redfall_runners_amethyst1"                                    "增加敏捷和精神@amethyst_property1点"
		 
		 	 
    	"DOTA_Tooltip_ability_item_rpc_boots_of_ashara"									"Ashara的鞋子"
		 "item_property_boots_of_ashara"						"秋叶魅力"
         "property_boots_of_ashara_description"                 "增加状态抗性<% ITEM_RPC_BOOTS_OF_ASHARA_STATUS_RESIST %>%"

        "item_rpc_boots_of_ashara_ruby1"                                    "当敌人向你施加一个负面状态后，获得一个buff，buff增加你的移动速度和最大移动速度 @ruby_property1。 这个buff的持续时间和debuff的持续时间相等（debuff的时间按照状态抗性减少前的计算）"
        "item_rpc_boots_of_ashara_emerald1"                                 "增加所有友方对你提供的Buff的持续时间 @emerald_property1%"
        "item_rpc_boots_of_ashara_sapphire1"                                    "增加所有 [E] 符文 @sapphire_property1点"
        "item_rpc_boots_of_ashara_amethyst1"                                    "降低受到的纯粹伤害 @amethyst_property1%"
		 
    	"DOTA_Tooltip_ability_item_rpc_sandstream_slippers"								"砂流之鞋"
		"item_property_sandstream_slippers"					"流沙"
         "property_sandstream_slippers_description"             "释放 @Ability3 技能在 <% ITEM_RPC_SANDSTREAM_RADIUS %> 范围内产生一个流沙，流沙每<% ITEM_RPC_SANDSTREAM_DAMAGE_INTERVAL %> 秒造成 <% ITEM_RPC_SANDSTREAM_DMG_PCT_ATK_POWER %>% 你的攻击力的伤害。处于流沙中的敌人的普通攻击有 <% ITEM_RPC_SANDSTREAM_SANDSTREAM_MISS_CHANCE %> 概率丢失。持续 <% ITEM_RPC_SANDSTREAM_SANDSTREAM_DURATION %> 秒."
        
        "DOTA_Tooltip_modifier_sandstream_in_sandstorm"         "流沙"
        "DOTA_Tooltip_modifier_sandstream_in_sandstorm_Description" "处于流沙的影响"

        "DOTA_Tooltip_modifier_sandstream_slippers_stack"      "流沙充能"
         "DOTA_Tooltip_modifier_sandstream_slippers_stack_Description"  "移除 E 技能的冷却时间。释放 E 技能后将会消耗 1 层充能。"

        "item_rpc_sandstream_slippers_ruby1"                                "处于流沙中的敌人的移动速度将会被降低 @ruby_property1 点，攻击速度将会被降低 @ruby_property2"
        "item_rpc_sandstream_slippers_emerald1"                             "处于流沙中时，你将会获得 @emerald_property1 点移动速度和最大移动速度。"
        "item_rpc_sandstream_slippers_sapphire1"                                 "每 @sapphire_property1 秒获得一层流沙充能。当有充能存在时，[E] 技能没有冷却时间。最大<% ITEM_RPC_SANDSTREAM_SLIPPERS_SAPPHIRE_MAX_STACKS %>层"
        "item_rpc_sandstream_slippers_amethyst1"                                "增加同时可存在的流沙数 @amethyst_property1，增加流沙的持续时间 @amethyst_property2 以及流沙的范围 @amethyst_property3。多个流沙不能叠加。"
		 
		 
    	"DOTA_Tooltip_ability_item_rpc_crimsyth_elite_greaves_lv1"						"Crimsyth精英鞋子"
    	"item_rpc_crimsyth_elite_greaves_lv1_ruby1"						"在失效后可以仍然保持该效果的护甲的@ruby_property1%"
    	"item_rpc_crimsyth_elite_greaves_lv1_emerald1"						"当护甲存在时获得@emerald_property1点物理穿透。当魔甲存在时，获得 @emerald_property2 魔法穿透"
    	"item_rpc_crimsyth_elite_greaves_lv1_sapphire1"						"当魔甲存在时，降低受到的纯粹伤害 @sapphire_property1%"
    	"item_rpc_crimsyth_elite_greaves_lv1_amethyst1"						"在失效后可以仍然保持该效果提供的魔甲的@amethyst_property1% "
		"item_property_crimsyth_elite_3"						"Crimsyth精英"
		 "property_crimsyth_elite_3_description"				"增加护甲值，增加值为 <% ITEM_RPC_CRIMSYTH_ELITE_GREAVES_LV1_ARMOR %>x 你的英雄等级。施放任意技能失去护甲值，但是提高魔甲 <% ITEM_RPC_CRIMSYTH_ELITE_GREAVES_LV1_MAGIC_RESISTANCE %> ，持续 <% ITEM_RPC_CRIMSYTH_ELITE_GREAVES_LV1_DURATION %> 秒。"
		 
		 
    	"DOTA_Tooltip_ability_item_rpc_harvester_boots"									"收割者鞋子"
    	"item_rpc_harvester_boots_ruby1"									"增加该物品的第 1 项属性 @ruby_property1%"
    	"item_rpc_harvester_boots_emerald1"									"增加该物品的第 3 项属性 @emerald_property1%"
    	"item_rpc_harvester_boots_sapphire1"									"增加该物品的第 2 项属性  @sapphire_property1%"
    	"item_rpc_harvester_boots_amethyst1"									"增加该物品的第 4 项属性  @amethyst_property1%"
		
		
    	"DOTA_Tooltip_ability_item_rpc_boots_of_great_fortune"							"大财宝靴"
    	"item_rpc_boots_of_great_fortune_ruby1"							" @ruby_property1% 概率使你不会被敌人成功施加debuff。"
    	"item_rpc_boots_of_great_fortune_emerald1"							"每 <% ITEM_RPC_BOOTS_OF_GREAT_FORTUNE_EMERALD_CHECK_INTERVAL %> 秒有 @emerald_property1% 概率获得魔法免疫，持续 <% ITEM_RPC_BOOTS_OF_GREAT_FORTUNE_EMERALD_DURATION %> 秒"
    	"item_rpc_boots_of_great_fortune_sapphire1"							"每 @sapphire_property1 秒, 获得一个buff，该buff使你下一次的触发概率为<% ITEM_RPC_BOOTS_OF_GREAT_FORTUNE_SAPPHIRE_CHANCE %>%"

    	"item_rpc_boots_of_great_fortune_amethyst1"							"提高幸运的概率 @amethyst_property1%"
		"item_property_boots_of_great_fortune"					"幸运"
		 "property_boots_of_great_fortune_description"			"增加装备效果的触发机率 <% ITEM_RPC_BOOTS_OF_GREAT_FORTUNE_CHANCE_INCREASE %>% 。 （加法，并且最优先计算）"
		 
		 
    	"DOTA_Tooltip_ability_item_rpc_bloodstone_boots"								"血石之靴"
    	"item_rpc_bloodstone_boots_ruby1"								"增加触发血量阈值 @ruby_property1% "
    	"item_rpc_bloodstone_boots_emerald1"								"当你的血量处于触发血量阈值以下时，获得 @emerald_property1%伤害减免"
    	"item_rpc_bloodstone_boots_sapphire1"								"每点丢失生命值增加物理穿透和魔法穿透@sapphire_property1点"
    	"item_rpc_bloodstone_boots_amethyst1"								"当低于触发血量阈值时，获得 @amethyst_property1 点移动速度和 @amethyst_property2 最大移动速度"
		"item_property_bloodstone_boots"						"生死攸关"
		 "property_bloodstone_boots_description"				"当生命值低于 <% ITEM_RPC_BLOODSTONE_BOOTS_HP_THRESHOLD_PCT %>% ，@Ability3 拥有<% ITEM_RPC_BLOODSTONE_BOOTS_E_CD %>秒冷却时间。"
		 
		 
    	"DOTA_Tooltip_ability_item_rpc_temporal_warp_boots"								"时光逆流之靴"
        "item_rpc_temporal_warp_boots_ruby1"                                "释放 [E] 后重置你的生命值，魔法值，所在位置以及除了[E]以外的所有技能的冷却时间至 @ruby_property1 秒前的状态。 <% ITEM_RPC_TEMPORAL_WARP_BOOTS_RUBY_COOLDOWN %> 秒冷却时间。"
        "item_rpc_temporal_warp_boots_emerald1"                             "增加物品伤害以及 <font color=\"#B5FFB7\">时</font>元素伤害 @emerald_property1%"
        "item_rpc_temporal_warp_boots_sapphire1"                                "降低时间扭曲的持续施法时间 @sapphire_property1 秒"
        "item_rpc_temporal_warp_boots_amethyst1"                                "当你立下重生flag后，你将会获得@amethyst_property1 视野，持续@amethyst_property2分钟"
		"item_property_temporal_warp"						"时间扭曲"
		"property_temporal_warp_description"				"双击一个地图上已显示的区域将会在3.5秒后将你传送至该地点。受到伤害或者作出其他指令将会打断传送。"
		"DOTA_Tooltip_modifier_temporal_warp_cooldown"		"时间扭曲冷却中"
		 
		 
    	"DOTA_Tooltip_ability_item_rpc_alaranas_ice_boot"								"安拉罗娜的冰靴"
		"item_property_alarana"								"冰之盾"
         "property_alarana_description"                         "释放 @Ability4 后，你将被寒冰围绕，使你被缠绕并且受到的伤害将会降低100%，持续 <% ITEM_RPC_ALARANAS_ICE_BOOT_ICE_ENCASE_DURATION %> 秒。如果格挡的总伤害量超过 <% ITEM_RPC_ALARANAS_ICE_BOOT_DAMAGE_BLOCK_THRESHOLD_OF_MAX_HP %>% 你的最大生命值，那么这个寒冰将会碎裂，缠绕附近的所有敌人并且造成数值为 <% ITEM_RPC_ALARANAS_ICE_BOOT_EXPLOSION_DAMAGE_OF_MAX_HP %>x 你的最大生命值的伤害。"
		 "DOTA_Tooltip_modifier_alarana_ice_freeze"				"冰之盾"
		 "DOTA_Tooltip_modifier_alarana_frost_nova"				"冰霜新星"
		 "DOTA_Tooltip_modifier_alarana_frost_nova_Description"	"被缠绕"
        "item_rpc_alaranas_ice_boot_ruby1"                              "增加最大生命值 @ruby_property1点 以及智力 @ruby_property2点"
        "item_rpc_alaranas_ice_boot_emerald1"                               "你可以使用[Q]来触发冰之盾 @emerald_property1 秒 "
        "item_rpc_alaranas_ice_boot_sapphire1"                              "当你被冰封时，增加魔法穿透@sapphire_property1"
        "item_rpc_alaranas_ice_boot_amethyst1"                              "处于冰之盾状态下时获得数值为 @amethyst_property1% 最大生命值的生命回复"
		 
		 
    	"DOTA_Tooltip_ability_item_rpc_emerald_speed_runners"							"翡翠速度赛跑者"
        "item_rpc_emerald_speed_runners_ruby1"                          "增加稳定步伐的最低移动速度值 @ruby_property1"
        "item_rpc_emerald_speed_runners_emerald1"                           "增加敏捷 @emerald_property1点并且你的敏捷不能低于 @emerald_property2点"
        "item_rpc_emerald_speed_runners_sapphire1"                          "被缠绕时，发出移动指令将会将你传送至目标地点。跳跃距离为 @sapphire_property1，内置冷却时间 @sapphire_property2 秒"
        "item_rpc_emerald_speed_runners_amethyst1"                          "[E] 的冷却时间不能低于 @amethyst_property1 秒"
		"item_property_emerald_speed_runners"							"稳定步伐"
		"property_emerald_speed_runners_description"					"移动速度不会低于 <% ITEM_RPC_EMERALD_SPEED_RUNNERS_SPEED_MS_LOW_CAP %> 。"
		
        
        "DOTA_Tooltip_ability_item_rpc_red_october_boots"                               "永恒丛林之靴"

        "item_property_red_october"                             "时光之流"
        "property_red_october_description"                      "被 @Ability3 击中的敌人有 <% ITEM_RPC_RED_OCTOBER_BOOTS_PROC_CHANCE %>%  概率触发一个永恒脉冲，对 <% ITEM_RPC_RED_OCTOBER_BOOTS_RADIUS %>范围内的敌人造成 <% ITEM_RPC_RED_OCTOBER_BOOTS_PROC_DAMAGE %>% 的该技能的伤害。每秒最多触发 <% ITEM_RPC_RED_OCTOBER_BOOTS_MAX_PROCS_PER_SECOND %> 次"

        "item_rpc_red_october_boots_ruby1"                              "提高时光之流的触发概率 @ruby_property1% 并且增加每秒最大触发次数至 @ruby_property2"
        "item_rpc_red_october_boots_emerald1"                               "增加 [E4] 符文数 @emerald_property1"
        "item_rpc_red_october_boots_sapphire1"                              "增加时光之流的伤害 @sapphire_property1 和范围 @sapphire_property2"
        "item_rpc_red_october_boots_amethyst1"                              "被时光之流击中的敌人将会被缠绕 @amethyst_property1 秒, 增加 [E1] 和 [E2] 符文数 @amethyst_property2"

        "DOTA_Tooltip_modifier_eternal_forest_strider_root"         "时光之流 (紫水晶)"
        "DOTA_Tooltip_modifier_eternal_forest_strider_root_Description" "被缠绕"
		
		
    	"DOTA_Tooltip_ability_item_rpc_steamboots"										"蒸汽长靴"
		"item_property_steamboots"						"蒸汽长靴"
        "property_steamboots_description"               "获得<% ITEM_RPC_STEAMBOOTS_AGI_PER_LEVEL %>x 英雄等级的敏捷"

        "item_rpc_steamboots_ruby1"                                     "增加所有 T3 符文@ruby_property1点"
        "item_rpc_steamboots_emerald1"                                      "增加敏捷 @emerald_property1和物品伤害@emerald_property2%"
        "item_rpc_steamboots_sapphire1"                                     "每点敏捷提供魔甲和魔法穿透@sapphire_property1点"
        "item_rpc_steamboots_amethyst1"                                     "增加 [E1] 和 [E2] 符文数 @amethyst_property1"
		
	
		"DOTA_Tooltip_ability_item_rpc_oceanrunner_boots"					"深海靴"	
		"property_oceanrunner"												"轻盈"
        "property_oceanrunner_Description"                                  "每点敏捷提供<% ITEM_RPC_OCEANRUNNER_BOOTS_AGI_TO_BAD %>%基础技能伤害。"

        "item_rpc_oceanrunner_boots_ruby1"                  "每穿行<% ITEM_RPC_OCEANRUNNER_BOOTS_RUBY_TRAVEL_DISTANCE %>距离后将会释放一阵海洋之风，眩晕@ruby_property3 范围内的敌人 @ruby_property1 秒并且造成 @ruby_property2% 攻击力的伤害"
        "item_rpc_oceanrunner_boots_emerald1"                   "增加敏捷 @emerald_property1点，移动速度 @emerald_property2点"
        "item_rpc_oceanrunner_boots_sapphire1"                  "每点敏捷增加物品伤害@sapphire_property1%"
        "item_rpc_oceanrunner_boots_amethyst1"                  "移动时获得 @amethyst_property1% 攻击力加成"
		
		
		"DOTA_Tooltip_ability_item_rpc_crystalline_slippers"				"水晶鞋"	
		"property_crystalline"												"水晶之舞"
        "property_crystalline_Description"                                  "增加承受伤害 <% ITEM_RPC_CRYSTALLINE_SLIPPERS_RESIST_LOSS %>% ，增加物品伤害和基础技能伤害<% ITEM_RPC_CRYSTALLINE_SLIPPERS_BAD_AND_ITEM_AMP %>%。"

        "item_rpc_crystalline_slippers_ruby1"               "降低护甲@ruby_property1点，增加物理穿透@ruby_property2点"
        "item_rpc_crystalline_slippers_emerald1"                "移动时获得 @emerald_property1% 闪避，静止不动时将会获得 @emerald_property2% 攻击力加成"
        "item_rpc_crystalline_slippers_sapphire1"               "被缠绕时，受到的伤害将会降低 @sapphire_property1% ，释放 [W] 将会缠绕你，持续 <% ITEM_RPC_CRYSTALLINE_SLIPPERS_SAPPHIRE_ROOT_DURATION %> 秒"
        "item_rpc_crystalline_slippers_amethyst1"               "降低魔甲 @amethyst_property1 点，增加魔法穿透@amethyst_property2点"

        "DOTA_Tooltip_modifier_crystalline_sapphire_root"       "水晶之舞 (蓝宝石)"
        "DOTA_Tooltip_modifier_crystalline_sapphire_root_Description"   "被缠绕"

        "DOTA_Tooltip_modifier_crystalline_emerald_in_motion"   "水晶之舞 (绿宝石)"
        "DOTA_Tooltip_modifier_crystalline_emerald_in_motion_Description"   "移动时获得闪避效果"
		
		
		"DOTA_Tooltip_ability_item_rpc_gravelfoot_treads"	"砾石足踏"
		"item_rpc_gravelfoot_treads_ruby1"	"增加最大生命值 @ruby_property1点,力量和精神@ruby_property2点"
		"item_rpc_gravelfoot_treads_emerald1"	"降低处于砾石形态下的移动速度减缓效果 @emerald_property1"
		"item_rpc_gravelfoot_treads_sapphire1"	"处于砾石形态下时将会获得 @sapphire_property1 点护甲和魔甲"
		"item_rpc_gravelfoot_treads_amethyst1"	"释放 [E] 将会触发砾石形态，持续 @amethyst_property1 秒"
		"item_property_gravelfoot"							"砾石之足"
		"property_gravelfoot_description"					"每<% ITEM_RPC_GRAVELFOOT_TREADS_DEBUFF_CLEANCE_INTERVAL %>秒净化一次敌人debuff效果。当debuff被净化时，自身变成霜冻石块形态<% ITEM_RPC_GRAVELFOOT_TREADS_SELF_SLOW_DURATION %>秒，移动速度减少<% ITEM_RPC_GRAVELFOOT_TREADS_SELF_SLOW %>，受到的伤害减少<% ITEM_RPC_GRAVELFOOT_TREADS_DMG_REDUCTION %>%。"
		"DOTA_Tooltip_modifier_gravelfoot_buff"				"砾石之足"
		"DOTA_Tooltip_modifier_gravelfoot_buff_Description"	"移速和受到的伤害降低"
		
		
		"DOTA_Tooltip_ability_item_rpc_ice_floe_slippers"	"浮冰滑靴"
		"item_rpc_ice_floe_slippers_ruby1"	"移除该效果的缠绕状态并且增加最大穿行距离 @ruby_property1"
		"item_rpc_ice_floe_slippers_emerald1"	"增加 [E4] 符文 @emerald_property1, 增加浮冰的穿行速度 @emerald_property2%"
		"item_rpc_ice_floe_slippers_sapphire1"	"增加 <font color=\"#87D9FF\">冰</font> 元素伤害和基础技能伤害 by @sapphire_property1%,增加浮冰的穿行速度 @sapphire_property2%"
		"item_rpc_ice_floe_slippers_amethyst1"	"触发浮冰时，获得一层盾，这个盾将会吸收 @amethyst_property1 次魔法和纯粹伤害，持续 <% ITEM_RPC_ICE_FLOE_SLIPPERS_MAGIC_SHIELD_DURATION %> 秒"
		"item_property_ice_floe_slippers"					"浮冰"
		"property_ice_floe_slippers_description"			"在同一目标地点连续发出两个移动指令，即可在冰上滑行。滑行的时候，你被缠绕且石化不受物理伤害。最大滑行距离为<% ITEM_RPC_ICE_FLOE_SLIPPERS_TRAVEL_DISTANCE %>码。当被晕眩或缠绕的时候不能激活滑行效果。"
	
	
		"DOTA_Tooltip_ability_item_rpc_iron_treads_of_destruction"	"钢铁毁灭足踏"
		"item_property_iron_treads_of_destruction"					"快速释放"
		"property_iron_treads_of_destruction_description"			"@Ability4 不需要持续施法就可以释放。"
        "item_rpc_iron_treads_of_destruction_ability_tooltip"		"Does not require channeling to complete."
		"item_rpc_iron_treads_of_destruction_ruby1"	"增加 [R] 的基础技能伤害 @ruby_property1%"
		"item_rpc_iron_treads_of_destruction_emerald1"	"增加所有 [R] 的符文数 @emerald_property1"
		"item_rpc_iron_treads_of_destruction_sapphire1"	"增加全属性 @sapphire_property1"
		"item_rpc_iron_treads_of_destruction_amethyst1"	"降低 [R] 的冷却时间 @amethyst_property1%"
		
		
		"DOTA_Tooltip_ability_item_rpc_storm_pacer_sabatons"        "风暴漫步者之靴"

        	"item_property_storm_pacer_sabatons"                        "风暴漫步者"
        "property_storm_pacer_sabatons_description"                 "释放 @Ability3后，你将会释放一个范围为 <% ITEM_RPC_STORM_PACER_SABATONS_RADIUS %>的静电之环，对敌人造成2次伤害，一次在扩散时，一次在收缩时。伤害为<% ITEM_RPC_STORM_PACER_SABATONS_DMG_ATK_POWER_PCT %>% 的攻击力，元素为你最后一次造成的伤害的元素。内置冷却时间 <% ITEM_RPC_STORM_PACER_SABATONS_COOLDOWN %> 秒。"
        "item_rpc_storm_pacer_sabatons_ability_tooltip"		"Can create a static ring on cast once every <% ITEM_RPC_STORM_PACER_SABATONS_COOLDOWN %>s."

        "item_rpc_storm_pacer_sabatons_ruby1"        "增加静电之环的范围 @ruby_property1 以及他的伤害 @ruby_property2"
        "item_rpc_storm_pacer_sabatons_emerald1"        "静电之环对边缘的敌人造成的伤害将会提高 @emerald_property1x ，这个伤害加成与敌人与静电之环的中心的距离有关，随着距离的减少而递减。"
        "item_rpc_storm_pacer_sabatons_sapphire1"        "增加所有元素伤害 @sapphire_property1%"
        "item_rpc_storm_pacer_sabatons_amethyst1"        "降低内置冷却时间 @amethyst_property1 秒"



		"DOTA_Tooltip_ability_item_rpc_pegasus_boots"	"天马之靴"

		"item_property_pegasus"					"风跃"
        "property_pegasus_description"          "增加最大移动速度 <% ITEM_RPC_PEGASUS_BOOTS_MAX_MS %>。"

        "item_rpc_pegasus_boots_ruby1"  "当你的 [E] 涉及到移动时，那么他的穿行速度将会增加 @ruby_property1% "
        "item_rpc_pegasus_boots_emerald1"   "增加移动速度 @emerald_property1%"
        "item_rpc_pegasus_boots_sapphire1"  "释放 [W] 将会使你向前冲刺。 @sapphire_property1 秒冷却时间"
        "item_rpc_pegasus_boots_amethyst1"  "每 <% ITEM_RPC_PEGASUS_BOOTS_AMETHYST_THINK_INTERVAL %> 秒获得@amethyst_property1%穿行距离的攻击力加成。最大 @amethyst_property2% 攻击力加成。"

        "DOTA_Tooltip_modifier_pegasus_wing_dash_cd"    "冲刺 (蓝宝石) 冷却时间"



		"DOTA_Tooltip_ability_item_rpc_pivotal_swiftboots"	"迅捷之靴"
        "item_rpc_pivotal_swiftboots_ruby1" "增加移动速度加成 @ruby_property1 以及衰减持续时间 @ruby_property2 秒"
        "item_rpc_pivotal_swiftboots_emerald1"  "降低受到的来自背后的伤害 @emerald_property1% 。 (<% ITEM_RPC_PIVOTAL_SWIFTBOOTS_EMERALD_ANGLE_DEGREES%>° 角度)"
        "item_rpc_pivotal_swiftboots_sapphire1" "增加 [E1] 和 [E2] 符文数 by @sapphire_property1"
        "item_rpc_pivotal_swiftboots_amethyst1" "当这个效果存在时，获得基于 @amethyst_property1% 该效果的当前移动速度加成的技能技能和物品伤害"

		"item_property_pivotal"					"轴心爆发"

		"property_pivotal_description"			"转身速度加快。当你完成一次180°的转身后，获得一个buff，将你的最大移动速度增加至<% ITEM_RPC_PIVOTAL_SWIFTBOOTS_MAX_MS %>,并且获得 <% ITEM_RPC_PIVOTAL_SWIFTBOOTS_MS %> 的移动速度加成，持续4秒。"



		"DOTA_Tooltip_modifier_pivotal_swift"	"轴心爆发"

		"DOTA_Tooltip_modifier_pivotal_swift_Description"	"移动速度和移动速度上限增加"

        "DOTA_Tooltip_ability_item_rpc_justice_greaves"                                "正义胫甲"

        "item_property_justice_greaves"                    "公正"
        "property_justice_greaves_description"         "增加护甲，魔甲，物理穿透和魔法穿透， 数值为<% ITEM_RPC_JUSTICE_GREAVES_PCT_STAT %>%范围内最高敌人计数的<% ITEM_RPC_JUSTICE_GREAVES_RANGE %>"

        "item_rpc_justice_greaves_ruby1"                                        "增加 @ruby_property1点力量和 @ruby_property2最大生命值"
        "item_rpc_justice_greaves_emerald1"                                     "降低来自正面的伤害 (<% ITEM_RPC_JUSTICE_GREAVES_EMERALD_ANGLE %> °以内) @emerald_property1"
        "item_rpc_justice_greaves_sapphire1"                                        "增加Increases the Stat Gain from highest statted nearby enemy by an additional @sapphire_property1%"
        "item_rpc_justice_greaves_amethyst1"                                        "增加搜索范围 @amethyst_property1 并且现在也会将隐身单位计入其中"

        "DOTA_Tooltip_ability_item_rpc_hangman_slippers"                                "处刑者便鞋"

        "item_property_hangman_slippers"                    "突袭"
        "property_hangman_slippers_description"         "放出攻击指令将会使你的英雄飞向目标地点。在飞行时，你将无法做出任何行动但是你完全无敌。在着陆点 <% ITEM_RPC_HANGMAN_SLIPPERS_AOE %> 范围内的敌人将会被缴械 <% ITEM_RPC_HANGMAN_SLIPPERS_DISARM_DURATION %> 秒。效果冷却时间 为 <% ITEM_RPC_HANGMAN_SLIPPERS_CD %> 秒，最大距离为 <% ITEM_RPC_HANGMAN_SLIPPERS_MAX_DISTANCE %>。 "

        "item_rpc_hangman_slippers_ruby1"                                        "增加效果的最大距离 @ruby_property1 并且增加缴械效果的影响范围 @ruby_property2"
        "item_rpc_hangman_slippers_emerald1"                                     "增加穿行速度 @emerald_property1%"
        "item_rpc_hangman_slippers_sapphire1"                                        "降低效果的冷却时间@sapphire_property1 秒"
        "item_rpc_hangman_slippers_amethyst1"                                        "增加缴械持续时间 @amethyst_property1"

        "DOTA_Tooltip_ability_item_rpc_boots_of_temperance"                                "节制之靴"

        "item_property_boots_of_temperance"                    "节制"
